"transaction_date","contractor","transaction_id","title","amount","account_name"
"2023-06-08","Kaiser Permanente","069f2c94-61ed-4793-a5c5-935efbd49d87","Style brother person sign past.","-79.95","My account"
"2023-06-08","Costco","5cc2f191-44f2-4be8-81a9-92db9db00428","Away quite respond success day clearly remember.","-39.79","My account"
"2023-06-09","Publix","4565996b-06fb-428e-a64f-8c21f81f4012","Work investment environment able win.","-197.78","Our account"
"2023-06-09","PlayStation Store","fc001aef-2838-43a9-9579-3edfa6d6dd23","Herself though present since name modern go.","-128.03","My account"
"2023-06-09","Chipotle","5f260aab-3cd9-4d03-b55b-872e9226bf7a","Gun hard this if worry audience structure TV.","-38.33","Our account"
"2023-06-09","Comcast (Xfinity)","7ddf5ec8-4837-4fb6-925e-e316d2618029","Budget over none.","-463.28","My account"
"2023-06-10","Trader Joe's","435c5d7e-c32b-48a9-bf47-ad5198668c73","Middle take pay.","-481.10","Our account"
"2023-06-10","Publix","80fedfe7-ad73-4053-8426-fdc296959bd0","Message security PM.","-472.20","Our account"
"2023-06-11","AMC Theatres","15312445-e397-49d1-8a5e-d934e3edc11c","Mr lawyer cup man.","-895.22","Our account"
"2023-06-11","Publix","26e4c5a6-84c3-498a-83d7-fab0e355aecb","Allow star large different life.","-65.07","My account"
"2023-06-11","Whole Foods","6f61d1ad-e9cd-421e-8619-fd13d07e9bc1","Up spring light thank.","-141.45","Our account"
"2023-06-11","Kroger","5a38979e-ae71-40e7-81a6-ad1950019ad0","Value grow democratic of.","-24.67","Our account"
"2023-06-11","HBO Max","d6536fd0-64dd-45a7-95c1-867eb68dfe66","New establish crime tough drive.","-40.14","Our account"
"2023-06-12","Safeway","e432ea6c-9c8f-4b4d-9f12-8fe1a35f8147","Let serve view natural subject.","-152.05","Our account"
"2023-06-13","Aldi","578baba9-8da7-43ff-99bc-cd6a27cc8712","Contain deal same recognize perform.","-290.35","My account"
"2023-06-13","Home Depot","08c134a5-fc5e-42d3-9d18-238853287714","Drug low exactly. Line fine office turn.","-338.30","Our account"
"2023-06-13","My Company","22bd7efb-3897-4c64-856e-00e02b985048","Fly show former learn.","29848.22","Our account"
"2023-06-14","Taco Bell","509673d1-46ca-4eec-a0ea-e4d1bb137804","Money within upon since use.","-51.38","Our account"
"2023-06-14","Publix","e456efd0-4b9f-4b6c-9d67-850ac8fe482c","Agency official help.","-67.41","Our account"
"2023-06-14","AMC Theatres","0125f28d-33ea-4399-bb10-76494bd9bd31","Like suffer various sound treatment.","-32.36","My account"
"2023-06-14","Target","f4ca4988-10e1-4120-a1d3-a5255774cd04","Choice reduce authority rule yes.","-314.06","My account"
"2023-06-14","Starbucks","7367aa55-91b5-4fff-90d7-6e5bf2102ab0","National likely charge arm five.","-80.32","Our account"
"2023-06-15","Spectrum","c02fa0d3-5605-4d49-8e82-d4c999fbf57b","Any training recognize market or.","-451.83","Our account"
"2023-06-15","Netflix","076c355b-5d16-4a47-89e8-8484038770ad","Statement should night. Field this player.","-55.11","My account"
"2023-06-15","Apple Music","50a447dd-8eb2-40fe-826b-3478cd50bb08","Network Congress arrive.","-43.52","My account"
"2023-06-15","Spectrum","bac07cfa-fbe4-4bab-9e25-00d3d38adadf","Traditional discuss fall mention example east.","-542.47","My account"
"2023-06-17","Kroger","3e127439-de5a-40f6-a6c5-2d42224b4be5","Seat affect perform enter course.","-79.57","Our account"
"2023-06-17","Bank of Rome","08983d93-3060-4d1d-8566-59830bb89c42","Here popular product in under trip soon.","-959.66","My account"
"2023-06-17","AT&T","e4594348-9202-4e3f-8b5c-ea4698aacde6","Particularly buy because red hour senior outside.","-513.05","My account"
"2023-06-17","Coursera","6b324fff-da9c-4298-a7de-051c5865c373","The behavior key against.","-643.68","My account"
"2023-06-17","Wayfair","421636e6-e667-4e70-a569-b2a1932094d2","Century control morning chance.","-1137.16","Our account"
"2023-06-17","CVS Pharmacy","965218bc-8d5d-4ca7-9acf-0e2b33f16a80","Tell rule oil throughout best.","-173.19","Our account"
"2023-06-17","GameStop","f2c36e00-90b6-4c6a-9ded-ef1b6ceb31ef","Somebody do husband. For across approach method.","-1210.47","Our account"
"2023-06-18","Netflix","6015ddc4-844a-4299-aa2f-5a929d787ee7","Window pattern place number partner hotel bring.","-62.28","Our account"
"2023-06-18","Amazon Prime","4e2e4166-998a-4d7a-8388-2619ebf58b8d","Region save major already also.","-58.85","Our account"
"2023-06-18","Chipotle","b9ab0c88-b8c1-4273-90b8-1755c37db753","Standard particular risk continue group.","-64.71","Our account"
"2023-06-18","Trader Joe's","5c125b11-c853-484b-90f9-d3a329acd5e6","Official whatever price indicate hotel could.","-188.42","Our account"
"2023-06-19","Publix","8503d7c1-8d75-4d4b-88c4-9aca51dbcbf1","Six near upon reveal music phone.","-483.98","Our account"
"2023-06-20","T-Mobile","2e7719fb-30a5-4f0b-978f-f8218e104431","Million glass cell before heart but various.","-496.94","Our account"
"2023-06-20","Whole Foods","2076ed41-48ea-4138-bb30-94e43d1b3a0e","Career leader prove. Store get just however.","-362.57","My account"
"2023-06-22","Wayfair","44300d9e-6dc5-45bc-adab-d28f8ab9d2dc","Right event receive leave stand paper.","-1000.91","My account"
"2023-06-23","Walmart","adb557ee-425c-4239-898d-41b8c51a14fe","Rate agent improve beyond little event interest.","-13.67","Our account"
"2023-06-23","Subway","9eb284df-4d8b-4848-ac4b-50211a128e7e","Western debate design pay. Almost scene reason.","-52.70","Our account"
"2023-06-23","Costco","59f703a0-f697-4000-8499-a1d6f4a98045","Room present individual in gun light foot.","-408.90","My account"
"2023-06-23","Target","f99a88d0-f7b0-4c79-9e55-4fc9c47d2b4d","Next guy rich serve sort.","-99.50","Our account"
"2023-06-23","Bank of Rome","3c3b4a92-0fca-4502-99b7-bd5cacbaa1d3","Sell very itself feeling support.","-594.88","My account"
"2023-06-23","Whole Foods","be92e4ed-b684-4658-98ef-94b47a821627","Sit create through teach toward manage despite.","-109.24","Our account"
"2023-06-24","Walgreens Boots Alliance","277f1460-a205-4ee5-8267-7483ef41f39e","Eight guy hard strong old half team trouble.","-139.83","My account"
"2023-06-24","Whole Foods","49b85b58-029b-490e-90d2-a10d82a517c6","Attorney month account some.","-447.15","My account"
"2023-06-25","Udemy","13abe6d6-750b-447b-8d7d-1cc0694d3cd2","Catch one story state.","-808.61","Our account"
"2023-06-25","My Company","1ad9e3ef-8f25-4361-b0dc-7ff0d3af5070","Community mouth responsibility break hold.","27448.29","My account"
"2023-06-25","Safeway","0da6f04d-f888-4562-acea-590f89739adb","Level yet both garden maintain.","-139.97","Our account"
"2023-06-26","Udemy","e43b15e7-fc10-478a-8814-ca528cf99ef4","Middle practice head dinner.","-477.68","My account"
"2023-06-26","Coursera","88be28f2-4829-4b78-aa11-51b7af0a5692","Control chance daughter thousand politics sell.","-426.62","Our account"
"2023-06-27","Costco","556640cb-6cd5-49de-ade3-4f9987701e1f","Push Republican wrong lead turn here.","-237.83","Our account"
"2023-06-27","Target","d1d13837-cba6-4018-860a-e5b80ae67522","Explain color scene reduce bank value likely.","-161.73","Our account"
"2023-06-28","Whole Foods","3e7d73f4-136b-43f2-9c7a-68161013145a","Time interesting treatment guess.","-375.90","Our account"
"2023-06-28","Whole Foods","04706edf-34ca-48f9-999d-5f67d8b2ea59","Big bar job each be.","-464.24","Our account"
"2023-06-28","Home Depot","d54480e1-f0a2-472e-939a-d7bacf1f7f55","System high seek door space him.","-508.17","Our account"
"2023-06-29","Whole Foods","2045da1d-4540-4d1d-b986-1b559a65a8dc","Political data article.","-110.46","My account"
"2023-06-29","AT&T","b5fd68ac-a603-4e27-9056-16d1b55c82f8","Reason play pick house remain design turn.","-547.90","Our account"
"2023-06-30","Costco","8f8cdd87-566e-4360-acda-b3bd9ec4becc","Answer beat air poor.","-244.70","My account"
"2023-06-30","Target","8a122ba5-98c3-46e2-90a6-921fa7151deb","Man avoid interview walk forward west.","-76.01","My account"
"2023-06-30","Wayfair","17c9280f-5887-4f34-a64a-a441f5180b9f","Fine whether clear report trouble inside reality.","-253.27","My account"
"2023-06-30","IKEA","5967bb83-ab37-4842-a4c3-5c1baaf9d1e0","Question gun station hope fact fill among.","-56.00","My account"
"2023-07-01","Walgreens Boots Alliance","75d8be0b-63da-4a57-a283-c0efbdd18ff5","Fast than respond teach break agent.","-151.76","My account"
"2023-07-01","Walmart","1fef722d-1271-402f-8d98-55016e7c00bf","Compare mouth clearly decade.","-245.91","Our account"
"2023-07-01","Netflix","76edcf51-3bbd-4bb1-9e74-ce12c2dfd2eb","Forget person win month wear.","-64.97","My account"
"2023-07-01","Kaiser Permanente","dd14bce2-7461-4a65-b58b-d7b16ed9f9fe","Physical much see hotel once power.","-56.77","Our account"
"2023-07-02","Costco","d9237162-f185-4692-b762-f0fdfe051a33","Past yard western chair offer question.","-5.70","My account"
"2023-07-03","Costco","23e72ba1-04a8-4b1e-9f22-40920c05588d","Sometimes common center pass low charge address.","-300.88","Our account"
"2023-07-03","Trader Joe's","cd552816-2bf9-45b8-a7a4-5859ec12c11f","Office for international trial.","-346.79","Our account"
"2023-07-03","Taco Bell","3384e657-ca2e-4f27-abc9-b19d0abbf86a","Myself member grow.","-49.23","Our account"
"2023-07-03","AT&T","a9f996ac-e76a-4471-91f6-aba1fa08dd38","General do property case writer marriage.","-470.54","My account"
"2023-07-03","Aldi","89f0683f-ed6b-4a1a-ac2f-cc842508f1e8","Cause there case speak such yeah value.","-297.73","My account"
"2023-07-04","Whole Foods","1eb815b1-e53c-4612-8221-42f9ae2fb1ae","Commercial somebody perhaps talk agency.","-145.70","Our account"
"2023-07-04","Target","1c07a6d0-7acc-4e48-9cfd-d921fadb112a","Gun however similar really hard.","-139.05","My account"
"2023-07-04","Safeway","d89bd21b-ef35-4665-9fd0-6df3f1d0b642","Evening day even tonight best.","-139.90","My account"
"2023-07-04","Rite Aid","a2c386d8-fbbd-49c9-93cc-f5337aa2f9e3","Question style body measure.","-22.68","Our account"
"2023-07-05","Safeway","a68219c7-2c05-4894-a02f-9c1e2f9651c6","Between theory boy build one.","-96.02","My account"
"2023-07-05","Kroger","36382cea-4e40-4185-b9f8-a80ad9bf97c0","Base management west yet.","-148.94","Our account"
"2023-07-06","Comcast (Xfinity)","5c88fd94-c5b5-4c52-a9d2-8bd4fc141157","Use order worry study our none apply.","-524.43","Our account"
"2023-07-06","Costco","6963dc01-4827-49f7-831b-86a7d1e62862","Pick perform thus home. Find decision gun.","-266.48","Our account"
"2023-07-06","Bank of Rome","5f8ce3de-5745-4762-bb3d-952831d11dd2","Heart send page guess with miss west.","-1318.42","Our account"
"2023-07-06","Coursera","200df0b5-cd1a-41c8-8d85-f16005635c62","Thousand city person feeling example identify.","-893.40","Our account"
"2023-07-06","Target","e847d8d0-dfb1-4cb9-a9de-419db73ea0b8","Mrs near walk hear new. Improve stop feeling new.","-339.86","Our account"
"2023-07-06","Aldi","8e90c43d-e738-4ba6-85fc-5b89e47c01c0","Person attack under painting cost.","-351.75","My account"
"2023-07-06","Costco","3c5920bb-2c4f-418c-9a67-68cfbdadb360","Yourself road field tax indeed later discover.","-47.38","Our account"
"2023-07-07","Home Depot","eca80910-20c8-4a66-bde9-b912281c17e1","Concern no college image.","-343.98","My account"
"2023-07-08","Aldi","edb2f966-83e4-4f4f-8348-b85ea6fcacda","Research certain investment trip follow.","-56.29","My account"
"2023-07-08","Kroger","33a126f2-f857-4ff8-9160-cba39acf6ec2","Someone candidate address child ask song down.","-32.10","Our account"
"2023-07-08","Coursera","8372d8c2-fac4-4fd6-93a6-234a95aac66a","Chair seven face get perform.","-660.03","My account"
"2023-07-08","Aldi","33cba79b-e79e-45ae-991a-c430ed7ab83e","Institution despite green cut.","-98.24","My account"
"2023-07-09","GameStop","121ccbe5-baa7-4565-9f11-86a8f95e658b","Budget the yard go travel top management.","-935.79","My account"
"2023-07-09","Udemy","9293a7a6-ce0a-45fe-ba49-38724506cf49","Hard yard election interview why study.","-810.42","Our account"
"2023-07-09","LinkedIn Learning","c6c59a4f-45a3-4a4f-a88e-edafdaf74d6a","Education change director staff particular art.","-388.47","My account"
"2023-07-09","Subway","74c407df-4ef6-4580-9b6e-c50376403aea","Political but walk born air.","-84.95","My account"
"2023-07-09","Costco","e73abf52-04f0-45bc-89e5-49bbfd7f3f24","Either with care.","-5.38","My account"
"2023-07-10","Whole Foods","d473514e-33a9-4317-b81f-b9f3abb79339","When month indeed after.","-151.73","Our account"
"2023-07-10","Amazon Prime","a4838488-9475-4e6c-9be1-c7789ca512b0","Never once public early member.","-76.95","Our account"
"2023-07-11","Chipotle","2db4d739-4673-43ae-a74e-177bedfbd2a8","Receive identify protect at second current.","-74.05","My account"
"2023-07-11","Walgreens Boots Alliance","2cde1212-4a03-49d9-8495-f83c151ae5a6","Least participant tonight west full area.","-166.11","Our account"
"2023-07-11","Starbucks","50d2acac-5c2e-401d-a2dc-0e78e46812b6","Instead Republican ability simple.","-43.16","Our account"
"2023-07-11","Walgreens","ba06c61f-2fd0-49c2-8366-da6cf983593c","Customer cultural travel travel.","-32.12","Our account"
"2023-07-11","Trader Joe's","de8a4a24-af68-4ce1-9e93-f4f4b5f4b63e","Your weight law law agent food.","-71.93","My account"
"2023-07-11","Safeway","4bab3065-d791-4fde-84da-23bb04b8a87c","Figure deal rate. Product week factor film show.","-240.78","My account"
"2023-07-11","Costco","d24fb2cc-7454-41a9-b528-393981b06040","If kind specific choice now experience.","-437.79","Our account"
"2023-07-11","Kaiser Permanente","dc83838d-c321-4e98-b5be-116e68bf1423","Free difference glass operation.","-57.92","Our account"
"2023-07-12","Lowe's","8dec84ac-4461-416b-a6fc-54c41888fcba","Get however however chance.","-157.17","Our account"
"2023-07-12","Aldi","b0d10151-b37e-412f-a44a-4ea6d9624dc5","Real onto even movement culture story star sign.","-125.00","Our account"
"2023-07-12","Aldi","544499b2-bb77-41c1-a98c-deb005436939","Media why question around building born job.","-140.28","My account"
"2023-07-13","Walmart","87ab132e-495d-4721-98e6-cfa6de87bc62","Especially smile eat.","-280.75","Our account"
"2023-07-13","Kroger","8605b835-bae3-4b56-8662-b5c908821ffd","Word nice professor view past man too.","-325.79","My account"
"2023-07-14","Coursera","3d006e9f-5971-4d81-a3f5-655039bebc94","Live where can discussion very really.","-735.97","My account"
"2023-07-14","Bank of Rome","6b266957-99d0-4776-b36a-a76514e91b61","Win analysis cell least receive.","-1197.93","My account"
"2023-07-14","Walmart","e14651cb-f055-4470-970c-bfc92e365e6f","Seem interest live case teach newspaper it cell.","-575.91","Our account"
"2023-07-14","Safeway","0c84b230-33cd-474e-966a-7b3d487b5d8c","Business good the month.","-195.64","My account"
"2023-07-15","Walmart","f59cbd52-d405-43ba-a34e-2fdbbe3fb6ae","Rest sort rate magazine pressure listen property.","-427.71","My account"
"2023-07-15","Udemy","64200f66-ca71-4a03-909d-bbe81ed188aa","Inside crime dog with painting we pass.","-400.31","My account"
"2023-07-16","Coursera","0e8aebd7-070a-4e0b-a0d5-8eaba9da207b","Important hope sit series civil without ground.","-421.05","Our account"
"2023-07-16","IKEA","3eb80ece-157c-4ac3-8392-2c99fd928278","Him improve sort wonder box ten teach.","-1939.88","My account"
"2023-07-17","HBO Max","061e7226-e1b0-4893-8460-16f30bf02b7a","Church four government study morning share.","-57.73","My account"
"2023-07-18","Costco","1b5fcce3-a3dc-45eb-93e4-64e552185379","Thought agree she main trial Republican against.","-213.53","My account"
"2023-07-18","Trader Joe's","23b777ca-2f6d-481b-9a9c-c9b3d166a503","Option process source organization.","-72.81","Our account"
"2023-07-18","Target","4aa45de5-ea53-47d4-978c-1263cedc2e11","Appear develop each surface.","-74.25","Our account"
"2023-07-18","Bank of Rome","23148ac8-3ef2-404d-b5ea-f73605a8a45d","Human she site fire back.","-782.21","Our account"
"2023-07-18","Kaiser Permanente","9dcffc2a-c0bd-4b18-ab3a-edab4df86ea7","Close attention owner girl choose ground.","-66.77","My account"
"2023-07-18","Target","134fe1ad-a799-434d-b80e-016f2eb6cef1","Soon look story every live but the book.","-160.26","My account"
"2023-07-18","Kaiser Permanente","11c6d003-9795-4abd-bf20-c659217da7ca","Wife Congress practice why admit.","-167.49","Our account"
"2023-07-19","Taco Bell","546e8373-394c-402c-b07e-7ccd4c76e386","Reason do fear character pull production law.","-75.67","Our account"
"2023-07-19","Rite Aid","47637e42-fc55-4737-94e1-9411a6d0be2c","Nice cultural lay during.","-154.22","Our account"
"2023-07-19","Kaiser Permanente","e0f92eca-9595-48a8-8669-b581a040ef6c","Raise various direction mind nothing total.","-164.37","Our account"
"2023-07-19","Bank of Rome","b66e22a2-34ce-496a-9e25-533fddde41e4","Pressure hour conference study visit.","-840.99","Our account"
"2023-07-19","Publix","86618943-a40a-4969-8cbe-f0dadd9257f7","Per difficult game leg interview night.","-371.08","Our account"
"2023-07-20","Whole Foods","e0701f7c-c5b6-4678-be69-83b9e9db656d","Play bit teacher. Up century sell least.","-101.05","My account"
"2023-07-20","IKEA","22e1851b-4d01-42a4-a16d-3735ba630437","Consider run we campaign year fast.","-690.02","My account"
"2023-07-21","Trader Joe's","63813ccd-ba98-4ec8-ae65-9f5d14317c10","Lose begin control situation might.","-104.61","Our account"
"2023-07-21","Costco","748d385e-b9e6-4557-a03e-4260e46db266","Cover explain model wrong level beat.","-61.90","Our account"
"2023-07-21","Trader Joe's","79d973d8-5ca5-46c8-b1ba-de7e05e422d2","Still improve tough grow.","-60.31","My account"
"2023-07-21","Costco","153c26fb-b264-4779-ac05-87adaecf9858","Like in machine huge task suddenly for month.","-109.52","Our account"
"2023-07-21","Costco","669a9334-3b1b-4723-8ead-41d83a540db9","Soon people six speak above indicate risk.","-109.95","My account"
"2023-07-22","AT&T","ffe48d68-4f78-4a06-a2fd-7b332c038142","Agree must staff site line.","-492.04","Our account"
"2023-07-22","Target","4ef4ab9a-daaf-4afc-a3b8-be2583c70fe1","Too Mrs citizen up business.","-242.11","Our account"
"2023-07-22","Bank of Rome","7bae4816-0565-423a-934e-28691caaa1b9","Tough manage myself. Challenge itself meet occur.","-827.61","Our account"
"2023-07-23","Bank of Rome","b75e59d8-f275-4914-a585-31fdbd8bb7c4","Most order story specific.","-1357.95","My account"
"2023-07-23","Costco","f057b7aa-60d2-49f2-bc08-a22278a18f1f","Your wall rest various.","-350.53","Our account"
"2023-07-23","Rite Aid","0f59ff17-2dfe-4bc0-b376-e30b1ca3162d","Never rest cut approach store best some dog.","-286.80","My account"
"2023-07-23","Starbucks","58cc066c-d32e-4717-8995-f0d63907dc23","Green up bar remain he would. Thus energy avoid.","-48.96","Our account"
"2023-07-24","Publix","e06f3f8e-0acf-4217-84c9-09fca0317154","Job poor impact watch standard.","-82.29","My account"
"2023-07-24","Bank of Rome","e7f12e62-e1de-4c28-af08-489e6e5d89c3","Read maybe social them bad else catch.","-1199.60","My account"
"2023-07-24","Whole Foods","5cbdf932-6aea-455c-be02-fec4a4635b39","Few team culture herself without.","-367.39","Our account"
"2023-07-24","AMC Theatres","3704a974-47da-4aa5-95bc-cc6eef65b7fb","South any able analysis.","-849.99","My account"
"2023-07-24","Bank of Rome","7bf57df8-0149-4bc5-92c8-6cfc173ae6e6","Anyone company range current.","-933.05","My account"
"2023-07-24","Publix","2bd69af0-dd6c-4e71-a3b2-8deac4152b22","Seem data catch apply push among occur.","-59.37","Our account"
"2023-07-24","Target","3169e55d-f1ed-407e-92a6-cc1f564c6482","Race tonight under city environmental company.","-0.22","Our account"
"2023-07-25","Bank of Rome","2520dddb-d0c1-483c-bf07-a86705701bd8","Case debate happy would lay eye clearly.","-981.83","My account"
"2023-07-25","Trader Joe's","1b6d6ee1-7d4d-4872-9be9-6a2208254a2f","Accept wind nice why. Mouth factor player.","-90.75","My account"
"2023-07-25","Kaiser Permanente","2999f19b-a994-4acb-987f-07f70662f6ae","Something reason third rock size go key.","-199.32","Our account"
"2023-07-25","Target","3b0e552c-dd4f-4f9d-8477-9fad5423231f","Deal painting can boy work show.","-506.26","My account"
"2023-07-25","Kroger","fa8b94c3-a0f8-4738-882c-19d537249345","Say staff couple they.","-284.14","My account"
"2023-07-25","Coursera","43418448-ad1d-40c8-872c-228e87450b0f","Great operation goal worker.","-375.50","My account"
"2023-07-25","Whole Foods","de299767-799c-4f1c-b1cf-ab59ac381ce1","Road design audience magazine budget.","-451.64","Our account"
"2023-07-25","Bank of Rome","0b0c7822-187a-4470-9ac3-9a7c0fc409c8","Child so former including.","-1351.20","My account"
"2023-07-25","Walgreens","502d5d1e-dd0f-4658-adc8-59873d8add53","What why could piece evidence opportunity.","-35.35","Our account"
"2023-07-25","Trader Joe's","dbaac433-5547-4009-b37b-bf7c4c35b48d","Exist turn open that its minute strong drug.","-457.82","Our account"
"2023-07-26","Safeway","ecdec194-a325-431f-87dd-ff799eb3d72c","Same crime system week accept bad even trouble.","-382.64","My account"
"2023-07-26","Aldi","ce6fbfb3-f0e7-4217-9854-65a21f953308","This drop spring at. Oil character put already.","-57.16","Our account"
"2023-07-27","Home Depot","a5b17142-81fe-4543-9c60-6bdf2d2b63ae","Many state example must.","-306.15","My account"
"2023-07-27","Safeway","5cca9627-80ad-4b3d-a906-7138d8d73971","Movie than six wait arm stand quite moment.","-486.26","Our account"
"2023-07-27","Walmart","337ec378-6869-412c-af5f-76bba6933886","Store near prove capital respond.","-226.77","Our account"
"2023-07-27","Target","8528fd0c-6f0f-4138-896d-baf3a9317af6","Issue special put structure prove page.","-306.94","Our account"
"2023-07-28","Bank of Rome","5de20efd-57e1-4a4f-91c0-efb3f8ce1be8","Site successful state grow media.","-1138.74","My account"
"2023-07-28","Kroger","e5eca00a-c87b-4e11-a181-40d03199fe54","Modern fine purpose similar sea represent expert.","-74.60","Our account"
"2023-07-29","Safeway","a30539ac-1b59-4ed4-bbb6-284d3fddbb4b","Thought generation economic according dinner.","-381.49","Our account"
"2023-07-29","McDonald's","de312d06-ef60-4c7d-b3d3-c2fb8ce1a0b6","Street laugh present.","-64.69","Our account"
"2023-07-30","Home Depot","d9566aa9-c948-4555-8ba2-29e5d429f112","Listen rise effect down scene style bed.","-947.12","My account"
"2023-07-30","AMC Theatres","c4c33daf-e0a7-4121-aed2-353f96e0a6ad","President later ever hand say ahead stay.","-911.99","Our account"
"2023-07-30","YouTube Premium","d1e0ca5b-41d0-4db4-96df-0206e27d6c7a","Play group section involve rather.","-32.84","Our account"
"2023-07-31","McDonald's","ade428fe-5aaf-4763-976d-fc7a4128be66","Add issue mouth party.","-65.81","My account"
"2023-07-31","Trader Joe's","c0ffdd3e-12a1-4918-9846-1269fb79f2f7","Chance treatment agent network huge.","-484.82","My account"
"2023-08-01","Trader Joe's","1e91084e-8318-4e55-ba29-744cd233aebb","Small for state traditional effect culture.","-57.39","My account"
"2023-08-01","Bank of Rome","4c3b5eb1-2912-40bc-b1b3-7484820cad28","Law drop after.","-1279.00","Our account"
"2023-08-01","LinkedIn Learning","8e65ab68-8f7f-45c0-a6ec-09e6b17086e6","In consider evening far thought once pay public.","-985.39","Our account"
"2023-08-01","Netflix","c0a43642-63f2-447c-8db1-03f4743a9823","Also about a go respond suggest.","-64.83","Our account"
"2023-08-01","Lowe's","9ade1471-e6a0-42f8-aace-7ec1723a07ed","Apply grow vote energy.","-586.12","My account"
"2023-08-01","Safeway","33875743-6198-4cb2-894f-31c1d4746456","Hand style family race performance side support.","-284.69","My account"
"2023-08-02","Apple Music","bb345995-e306-4a68-b285-c7d5fe7db61a","Possible her of score voice.","-63.16","Our account"
"2023-08-02","Kroger","fda48490-61cc-4f1e-9f90-0033625917da","Simply boy always own network.","-369.39","My account"
"2023-08-02","Kaiser Permanente","b2cc186e-ecfb-4394-b485-6978eca39046","Tend senior fish not. Especially understand win.","-83.66","Our account"
"2023-08-02","Whole Foods","58336768-de78-47e3-b797-b7dd9aa02120","Moment home thing. Baby table parent beat.","-444.95","My account"
"2023-08-02","PlayStation Store","eb85f498-cbaa-4401-81b6-579a0c949bc4","Use soon large another third once.","-457.18","My account"
"2023-08-03","Trader Joe's","1abdc3df-2b59-420f-9248-56fe718b2910","Easy local garden charge attack.","-269.99","My account"
"2023-08-04","Walgreens","59be69cc-fc3d-43fe-95f2-6826ed693390","Act future maybe education body ahead home.","-228.68","My account"
"2023-08-05","My Company","50db1c06-defa-4d22-a3f4-9bac1f2c9e1d","Choose join behavior themselves ask manage.","30886.77","Our account"
"2023-08-05","Aldi","73f22fd3-c8a5-499d-98e7-721d0971d27b","Explain one especially tax crime citizen.","-385.02","Our account"
"2023-08-05","Target","b93c1dff-8bb6-4a44-acf0-3b43c3e1ade5","Enjoy particularly site open arrive fact.","-214.09","Our account"
"2023-08-05","Bed Bath & Beyond","f5c56a71-a55b-4526-a795-9067c5e75f86","Perform answer station relate cost trip.","-384.54","My account"
"2023-08-05","Coursera","d5c2e34a-5c94-47e3-b77c-f544f3c9592e","Executive paper short school pick during their.","-632.54","My account"
"2023-08-06","Bank of Rome","f835414b-0d59-48bb-b4e8-02f5a1928575","Feel second film out.","-1426.83","My account"
"2023-08-06","Bank of Rome","0938f21b-6030-43b7-81a2-3deec91e258a","Member feeling gun good buy stage.","-867.93","Our account"
"2023-08-07","Bank of Rome","ec02aab1-2502-40b2-91bb-2877a5902189","Expect get anyone full order.","-902.90","Our account"
"2023-08-07","Trader Joe's","baaf687b-a851-4620-b765-964162d0df4b","Family keep board list throw east indeed program.","-340.18","Our account"
"2023-08-07","PlayStation Store","72471431-6ee5-46b6-84be-95eb7b1f2878","Rich present far past thank between.","-193.39","Our account"
"2023-08-07","Target","a7bbc8bc-3eb1-404a-b76a-7b00293c4cff","Forget tonight maintain everyone.","-88.37","My account"
"2023-08-07","Subway","76af81bb-5933-4ca9-a53c-c74540c8cda4","Each quality reach performance.","-73.78","Our account"
"2023-08-08","Subway","3f97c58a-e0da-465e-a9db-3333ef11b83f","Arrive decision far under fear.","-6.91","Our account"
"2023-08-09","My Company","9994fdad-085f-4c34-b1e9-47427bb7f152","Attention ask long program month there above.","33429.88","My account"
"2023-08-09","Target","e0abb727-983c-4963-957f-9e1e31f73c1f","Get wide answer trade reduce weight a.","-482.68","Our account"
"2023-08-09","Home Depot","510ddba1-7ea4-452a-b511-09356cd8339d","Like resource themselves current.","-308.56","Our account"
"2023-08-09","Kroger","deb4fc5f-cd45-4c08-a9a1-378db315bed4","Candidate fund stuff deal image different policy.","-55.08","Our account"
"2023-08-10","Publix","8c797597-f7cb-4413-99da-bea5fc7d370c","Around way street response TV ok individual.","-114.61","Our account"
"2023-08-10","AMC Theatres","881b0ee8-7fec-4829-b8a3-f8ae9cf7e424","Discuss professor program to general.","-1112.38","Our account"
"2023-08-11","Costco","58c20803-1465-4823-8683-e951816ab0fd","Rich successful forward degree piece material.","-442.47","My account"
"2023-08-11","Bank of Rome","23a00275-116b-43b8-b049-c6884ebeb745","Others increase trial rate group team.","-811.55","My account"
"2023-08-12","Bank of Rome","0f9b9b35-a194-48d1-a50b-6869a961224e","Five strong vote yard power college.","-345.21","My account"
"2023-08-12","YouTube Premium","286397bd-e52a-4115-a8d4-1c60894d6aa3","Certainly message win if peace city.","-44.62","Our account"
"2023-08-12","Hulu","186bfe13-4a77-40a6-a638-1059f8107f73","Third senior if.","-54.75","Our account"
"2023-08-12","McDonald's","7737bf08-f23a-496e-8dbd-7a78db55b368","Add least billion water little far but.","-59.53","My account"
"2023-08-12","Safeway","be38501a-3924-4859-ad6e-ffed906ca14a","Increase seat fall far.","-414.23","Our account"
"2023-08-13","AMC Theatres","a33631f7-d855-4b26-ad50-e7c24cb1ee35","Staff owner off big. Worry town myself.","-1032.34","My account"
"2023-08-13","LinkedIn Learning","b8578e0f-f6eb-4ed7-932d-9c09a89f80c7","Chance meeting follow send over wear national.","-510.98","My account"
